Date,Open,High,Low,Close,Adj Close,Volume
2023-01-17,914.9500122070312,919.7000122070312,906.7000122070312,917.7000122070312,915.81591796875,6904960
2023-01-18,921.9000244140625,925.5999755859375,913.25,924.0,922.1029663085938,5730939
2023-01-19,923.5999755859375,938.0,920.75,928.7000122070312,926.7933959960938,7721730
2023-01-20,931.25,934.8499755859375,924.6500244140625,930.5499877929688,928.6395263671875,4511360
2023-01-23,936.0,939.7000122070312,924.4500122070312,932.7000122070312,930.78515625,5236124
2023-01-24,935.0,935.0,903.75,910.2000122070312,908.331298828125,18527897
2023-01-25,905.0,907.4500122070312,884.2000122070312,892.3499755859375,890.5179443359375,11921748
2023-01-27,892.3499755859375,892.5,851.0,873.75,871.9561767578125,17300736
2023-01-30,851.9000244140625,885.5,846.1500244140625,871.8499755859375,870.0599975585938,21233998
2023-01-31,873.0,879.2999877929688,861.0999755859375,871.5999755859375,869.810546875,16856151
2023-02-01,876.2999877929688,895.2000122070312,833.2999877929688,857.25,855.4900512695312,12409819
2023-02-02,850.9500122070312,872.0,837.0499877929688,868.4500122070312,866.6670532226562,9567053
2023-02-03,873.0,885.0,859.25,882.5999755859375,880.7879638671875,7365732
2023-02-06,871.8499755859375,899.1500244140625,870.5999755859375,882.6500244140625,880.837890625,10129098
2023-02-07,886.8499755859375,888.4000244140625,871.5,879.0999755859375,877.2951049804688,5055187
2023-02-08,882.0999755859375,886.4500122070312,868.25,871.75,869.9602661132812,6572818
2023-02-09,876.1500244140625,876.1500244140625,862.5499877929688,867.7000122070312,865.9186401367188,5993312
2023-02-10,872.0499877929688,872.7000122070312,865.1500244140625,867.25,865.469482421875,4603464
2023-02-13,867.25,870.4500122070312,856.5,859.0999755859375,857.336181640625,5707194
2023-02-14,862.5499877929688,871.9000244140625,854.25,870.75,868.9623413085938,7527755
2023-02-15,872.0,872.2000122070312,861.5999755859375,868.2999877929688,866.517333984375,7322266
2023-02-16,872.7999877929688,874.2999877929688,862.25,864.75,862.9746704101562,5843235
2023-02-17,861.0,868.25,850.0,854.9000244140625,853.1448974609375,8420479
2023-02-20,859.7000122070312,861.2000122070312,842.5,846.75,845.0115966796875,5992322
2023-02-21,849.0,849.0,837.4000244140625,844.0499877929688,842.317138671875,9677064
2023-02-22,840.0,843.0,829.5499877929688,833.3499755859375,831.6390991210938,6984037
2023-02-23,833.0499877929688,848.25,830.2000122070312,844.3499755859375,842.616455078125,8437003
2023-02-24,850.0999755859375,854.5999755859375,844.4500122070312,851.4000244140625,849.652099609375,7763814
2023-02-27,851.8499755859375,858.4500122070312,845.9500122070312,854.3499755859375,852.595947265625,8064267
2023-02-28,855.9500122070312,857.5999755859375,840.0,844.0999755859375,842.3670043945312,13012372
2023-03-01,846.0499877929688,868.75,845.0499877929688,865.1500244140625,863.3738403320312,12345125
2023-03-02,866.0,866.7999877929688,843.5,845.4500122070312,843.7142944335938,13900508
2023-03-03,849.75,858.5999755859375,845.5999755859375,852.6500244140625,850.8995361328125,7977804
2023-03-06,856.9500122070312,863.75,855.5999755859375,859.5,857.7354125976562,10781567
2023-03-08,858.5,862.5,853.0499877929688,860.9500122070312,859.1824340820312,8785735
2023-03-09,862.5,874.25,862.0,867.7999877929688,866.0183715820312,14746065
2023-03-10,859.5999755859375,861.5999755859375,845.5,851.9000244140625,850.1510009765625,11198583
2023-03-13,845.5999755859375,857.0,828.4500122070312,832.3499755859375,830.64111328125,8315798
2023-03-14,828.0,835.7000122070312,817.4000244140625,832.8499755859375,831.1400756835938,12573734
2023-03-15,838.0499877929688,843.5,819.3499755859375,824.0499877929688,822.3582153320312,6652641
2023-03-16,821.5,837.9000244140625,814.2999877929688,830.5499877929688,828.8447875976562,8791383
2023-03-17,835.0,841.5,823.0,837.4000244140625,835.6807861328125,7762461
2023-03-20,836.0,841.0,825.5499877929688,837.5499877929688,835.8305053710938,10744023
2023-03-21,840.0999755859375,857.3499755859375,838.75,855.5999755859375,853.8433837890625,11489951
2023-03-22,855.5999755859375,859.7999877929688,847.0499877929688,849.6500244140625,847.9057006835938,8018924
2023-03-23,847.0,861.1500244140625,845.0999755859375,848.7999877929688,847.057373046875,9857892
2023-03-24,846.25,852.5,837.25,839.9000244140625,838.1756591796875,8078718
2023-03-27,841.0499877929688,842.2000122070312,829.2000122070312,833.3499755859375,831.6390991210938,10602508
2023-03-28,837.4000244140625,837.4000244140625,826.0499877929688,832.4500122070312,830.740966796875,11002402
2023-03-29,832.5,848.4500122070312,830.0,842.5999755859375,840.8700561523438,17121194
2023-03-31,854.9000244140625,860.9000244140625,847.5,858.5,856.7374877929688,12946752
2023-04-03,864.0,866.7999877929688,856.4500122070312,864.5999755859375,862.8248901367188,13266882
2023-04-05,871.0,871.0,857.0,860.5,858.7333984375,11890015
2023-04-06,861.7999877929688,863.25,849.0,851.9500122070312,850.200927734375,19677316
2023-04-10,854.7999877929688,854.9500122070312,843.9500122070312,847.3499755859375,845.6103515625,15656078
2023-04-11,848.25,855.7000122070312,844.0499877929688,853.2999877929688,851.5481567382812,23930907
2023-04-12,854.9000244140625,856.6500244140625,846.6500244140625,851.0499877929688,849.302734375,13480335
2023-04-13,853.6500244140625,867.7000122070312,845.0,864.3499755859375,862.5753784179688,23934570
2023-04-17,882.0,882.0,861.0,864.5499877929688,862.7750244140625,22577380
2023-04-18,865.3499755859375,872.0,857.0999755859375,863.3499755859375,861.5774536132812,17238709
2023-04-19,865.0,874.5,862.5499877929688,873.4000244140625,871.6068725585938,23494247
2023-04-20,874.7999877929688,875.5999755859375,864.1500244140625,868.75,866.9664306640625,19444753
2023-04-21,870.7999877929688,873.8499755859375,857.5,864.2000122070312,862.42578125,15520786
2023-04-24,868.0,884.4000244140625,860.5,882.2999877929688,880.4885864257812,18201632
2023-04-25,885.0,895.7999877929688,874.4000244140625,878.3499755859375,876.5466918945312,36394389
2023-04-26,877.4000244140625,889.4500122070312,875.2000122070312,887.6500244140625,885.82763671875,19468723
2023-04-27,888.0,890.0,877.5,881.4000244140625,879.5904541015625,15992383
2023-04-28,885.0999755859375,890.0499877929688,853.6500244140625,860.0,858.234375,23004117
2023-05-02,870.0,876.4000244140625,864.25,870.6500244140625,868.862548828125,12947953
2023-05-03,863.8499755859375,866.8499755859375,854.0499877929688,859.8499755859375,858.084716796875,15103015
2023-05-04,860.0,867.1500244140625,857.5,865.9500122070312,864.1721801757812,9756391
2023-05-05,867.1500244140625,885.0,862.75,865.2999877929688,863.5234985351562,14343308
2023-05-08,865.2999877929688,881.4000244140625,865.2999877929688,878.4500122070312,876.646484375,7007882
2023-05-09,882.2000122070312,890.2000122070312,880.0,888.25,886.4263916015625,12117151
2023-05-10,892.0,892.5,877.5499877929688,889.9000244140625,888.072998046875,11893027
2023-05-11,891.0,900.0,889.0,895.9500122070312,894.110595703125,13816121
2023-05-12,895.2000122070312,913.5999755859375,894.0,910.6500244140625,908.7804565429688,10533272
2023-05-15,910.6500244140625,919.5,909.1500244140625,915.7999877929688,913.9197998046875,7339579
2023-05-16,916.2000122070312,922.5,912.0,917.7999877929688,915.9157104492188,12567615
2023-05-17,917.7000122070312,918.9000244140625,911.25,914.7999877929688,912.921875,10248327
2023-05-18,920.0,929.5,912.5999755859375,914.7000122070312,912.8220825195312,13614127
2023-05-19,920.9000244140625,927.0,908.9500122070312,924.0499877929688,922.15283203125,8393002
2023-05-22,923.0,927.75,914.4000244140625,917.5499877929688,915.666259765625,9383158
2023-05-23,917.5499877929688,922.5,912.4000244140625,916.1500244140625,914.2691040039062,8273445
2023-05-24,911.1500244140625,920.8499755859375,910.2000122070312,917.7000122070312,915.81591796875,6248545
2023-05-25,916.7000122070312,923.5499877929688,912.4500122070312,921.0499877929688,919.1589965820312,8149350
2023-05-26,918.0,927.9000244140625,915.0,926.9500122070312,925.0469360351562,4908462
2023-05-29,931.0,937.7000122070312,928.0499877929688,929.7999877929688,927.8910522460938,7133871
2023-05-30,930.7999877929688,939.7000122070312,928.0499877929688,937.4500122070312,935.525390625,7804403
2023-05-31,937.3499755859375,939.9000244140625,910.2000122070312,914.8499755859375,912.9717407226562,34757004
2023-06-01,922.0,930.9500122070312,916.0499877929688,919.7000122070312,917.8118286132812,11817533
2023-06-02,922.6500244140625,930.5,920.25,926.0999755859375,924.1986694335938,11616991
2023-06-05,927.5999755859375,953.9000244140625,927.5999755859375,950.8499755859375,948.8978271484375,14520005
2023-06-06,951.0999755859375,970.75,951.0999755859375,968.2000122070312,966.2122802734375,14457988
2023-06-07,972.9500122070312,981.25,968.0999755859375,976.75,974.7446899414062,15795824
2023-06-08,973.0499877929688,974.8499755859375,959.9000244140625,962.0999755859375,960.1246948242188,10209982
2023-06-09,967.0,981.7000122070312,963.2999877929688,974.75,972.748779296875,12947464
2023-06-12,973.0,977.9000244140625,968.5999755859375,974.2000122070312,972.199951171875,7465375
2023-06-13,974.2999877929688,989.7000122070312,974.2999877929688,985.8499755859375,983.8259887695312,15233785
2023-06-14,986.0,988.2000122070312,976.0,977.7000122070312,975.6927490234375,8644423
2023-06-15,988.3499755859375,989.0,972.2000122070312,977.1500244140625,975.1438598632812,15978311
2023-06-16,982.7999877929688,985.4500122070312,977.2000122070312,981.5499877929688,979.5348510742188,8860900
2023-06-19,983.8499755859375,986.0,961.0,965.6500244140625,963.66748046875,11025846
2023-06-20,965.9500122070312,977.0,958.5499877929688,974.8499755859375,972.8485717773438,7596593
2023-06-21,978.2999877929688,978.2999877929688,963.1500244140625,966.0,964.0167236328125,7805855
2023-06-22,962.2000122070312,973.4500122070312,958.7000122070312,966.5999755859375,964.615478515625,10135883
2023-06-23,960.0,965.5,954.5499877929688,958.4000244140625,956.432373046875,6188008
2023-06-26,959.5,963.5,953.0999755859375,960.5499877929688,958.5779418945312,5799528
2023-06-27,967.0,976.0,960.7999877929688,973.25,971.2518310546875,6921886
2023-06-28,973.25,973.25,973.25,973.25,971.2518310546875,0
2023-06-30,977.0999755859375,989.8499755859375,976.0,987.4500122070312,985.4227905273438,7096350
2023-07-03,990.0,990.0,978.0,982.0999755859375,980.0836791992188,5562743
2023-07-04,982.0999755859375,984.8499755859375,969.0,970.7000122070312,968.7071533203125,7396806
2023-07-05,969.0,975.5,962.0999755859375,966.5,964.5157470703125,8200047
2023-07-06,961.0,986.0999755859375,961.0,980.9500122070312,979.9500122070312,10221727
2023-07-07,976.25,989.4500122070312,971.7999877929688,976.7000122070312,976.7000122070312,6236524
2023-07-10,976.7000122070312,986.0,960.4000244140625,964.0499877929688,964.0499877929688,7138850
2023-07-11,967.9000244140625,971.75,950.5999755859375,953.2000122070312,953.2000122070312,10616390
2023-07-12,956.7000122070312,957.5499877929688,947.0,950.0,950.0,10141257
2023-07-13,956.2999877929688,966.0,952.1500244140625,960.1500244140625,960.1500244140625,13079930
2023-07-14,964.4500122070312,967.0,947.75,957.0499877929688,957.0499877929688,5383514
2023-07-17,960.0,968.9000244140625,950.4500122070312,964.8499755859375,964.8499755859375,8472444
2023-07-18,964.0,979.9500122070312,951.2999877929688,963.6500244140625,963.6500244140625,14457717
2023-07-19,964.0,969.9000244140625,956.5,964.2999877929688,964.2999877929688,7574544
2023-07-20,963.9000244140625,979.9000244140625,957.5999755859375,977.9000244140625,977.9000244140625,15329753
2023-07-21,971.5999755859375,985.0,968.0,971.2999877929688,971.2999877929688,6230317
2023-07-24,973.4500122070312,984.9500122070312,968.7999877929688,971.5,971.5,9167788
2023-07-25,977.6500244140625,977.6500244140625,953.7999877929688,962.5,962.5,13448045
2023-07-26,966.8499755859375,980.0,963.2999877929688,976.7999877929688,976.7999877929688,8298226
2023-07-27,989.3499755859375,990.0,955.75,959.9000244140625,959.9000244140625,17858061
2023-07-28,959.9000244140625,969.75,942.2000122070312,949.9500122070312,949.9500122070312,8504392
2023-07-31,954.7000122070312,958.5999755859375,948.2999877929688,953.9000244140625,953.9000244140625,6601991
2023-08-01,956.0,964.0,952.0,959.9000244140625,959.9000244140625,8409096
2023-08-02,951.5,958.9000244140625,936.5999755859375,945.25,945.25,9324465
2023-08-03,944.0999755859375,946.5999755859375,927.1500244140625,935.5499877929688,935.5499877929688,17076611
2023-08-04,947.0,954.8499755859375,934.6500244140625,952.25,952.25,12376086
2023-08-07,952.25,955.0,944.5499877929688,947.4000244140625,947.4000244140625,10922609
2023-08-08,950.0,959.9000244140625,944.0499877929688,952.9000244140625,952.9000244140625,11512735
2023-08-09,952.0,953.2999877929688,944.2999877929688,950.0,950.0,7701831
2023-08-10,948.0,951.9500122070312,937.2999877929688,939.75,939.75,13590891
2023-08-11,937.5,945.7000122070312,933.0,937.2000122070312,937.2000122070312,9558237
2023-08-14,935.0,943.2999877929688,928.9000244140625,939.9500122070312,939.9500122070312,7172522
2023-08-16,935.9500122070312,940.0,931.2999877929688,933.0499877929688,933.0499877929688,7394623
2023-08-17,935.9500122070312,943.0,931.6500244140625,936.5499877929688,936.5499877929688,9336994
2023-08-18,934.8499755859375,945.9500122070312,931.0499877929688,943.0499877929688,943.0499877929688,6648744
2023-08-21,944.2000122070312,954.25,943.9500122070312,952.5999755859375,952.5999755859375,6822155
2023-08-22,953.8499755859375,959.0999755859375,948.6500244140625,957.0499877929688,957.0499877929688,10860061
2023-08-23,962.0,980.4500122070312,958.4000244140625,979.25,979.25,12677151
2023-08-24,984.7999877929688,994.25,979.0999755859375,981.3499755859375,981.3499755859375,11899556
2023-08-25,974.0,988.2000122070312,970.7999877929688,983.0999755859375,983.0999755859375,6228241
2023-08-28,980.0999755859375,992.5,980.0999755859375,990.2000122070312,990.2000122070312,8451441
2023-08-29,990.2000122070312,991.0,977.5,980.7000122070312,980.7000122070312,8114141
2023-08-30,983.0,998.0,980.0,983.3499755859375,983.3499755859375,9023083
2023-08-31,981.7999877929688,994.7000122070312,968.5999755859375,973.5,973.5,21558300
2023-09-01,974.25,993.0,969.0,991.1500244140625,991.1500244140625,10946742
2023-09-04,993.75,994.5499877929688,980.0,982.25,982.25,6727188
2023-09-05,985.4500122070312,986.2000122070312,977.9000244140625,981.4500122070312,981.4500122070312,10548660
2023-09-06,981.4500122070312,983.1500244140625,961.7999877929688,965.0499877929688,965.0499877929688,16351052
2023-09-07,965.0499877929688,979.7999877929688,963.0999755859375,978.2000122070312,978.2000122070312,8686550
2023-09-08,978.2000122070312,987.2999877929688,972.5,980.2999877929688,980.2999877929688,6439351
2023-09-11,981.7999877929688,1004.0,979.0,1000.4000244140625,1000.4000244140625,7130484
2023-09-12,1010.0,1010.0,998.0499877929688,1000.9000244140625,1000.9000244140625,8957603
